date,coffeevalue,coppervalue,cottonetfvalue,glodvalue,nasdaqvixsettle,gasclose,crudeoilsettle,spvixclose,beanclose,wheatclose
2014-01-02 00:00:00,1.268,7439.25,2.58,88.78,15.8,805.71,95.44,1831.98,24.53,1.32
2014-01-06 00:00:00,1.3026,7313.25,2.55,88.37,15.9,799.53,93.43,1826.77,24.41,1.34
2014-01-07 00:00:00,1.3478,7353.5,2.59,88.42,15.55,806.57,93.67,1837.88,24.41,1.32
2014-01-08 00:00:00,1.3142,7367.5,2.59,87.34,15.4,802.68,92.33,1837.49,24.37,1.31
2014-01-09 00:00:00,1.3499,7281.5,2.56,85.69,15.6,795.38,91.66,1838.13,24.37,1.28
2014-01-10 00:00:00,1.3413,7283.25,2.56,88.15,15.0,799.37,92.72,1842.37,24.37,1.28
2014-01-13 00:00:00,1.3564,7305.25,2.56,91.01,15.5,786.19,91.8,1819.2,24.43,1.26
2014-01-14 00:00:00,1.3536,7342.5,2.56,89.36,14.5,797.53,92.59,1838.88,24.43,1.25
2014-01-15 00:00:00,1.3506,7308.5,2.56,90.44,14.6,798.85,94.17,1848.38,25.34,1.26
2014-01-16 00:00:00,1.3284,7345.25,2.6,91.36,14.85,807.11,93.96,1845.89,25.39,1.24
2014-01-17 00:00:00,1.3336,7379.25,2.64,94.07,14.95,800.94,94.37,1838.7,25.39,1.25
2014-01-21 00:00:00,1.3215,7331.75,2.66,95.26,14.8,815.95,94.99,1843.8,24.95,1.24
2014-01-22 00:00:00,1.3113,7326.5,2.68,92.23,14.22,829.66,96.73,1844.86,24.49,1.23
2014-01-23 00:00:00,1.3097,7284.75,2.68,94.92,15.45,828.3,97.32,1828.46,24.58,1.25
2014-01-24 00:00:00,1.3168,7239.75,2.68,94.92,17.05,819.0,96.64,1790.29,24.58,1.24
2014-01-27 00:00:00,1.3074,7232.5,2.68,92.25,17.25,809.85,95.72,1781.56,24.75,1.24
2014-01-28 00:00:00,1.3085,7214.75,2.59,93.87,16.65,821.06,97.41,1792.5,24.54,1.25
2014-01-29 00:00:00,1.3093,7208.5,2.59,96.03,17.45,819.04,97.36,1774.2,24.54,1.23
2014-01-30 00:00:00,1.3264,7154.5,2.64,93.62,17.55,820.72,98.23,1794.19,24.17,1.22
2014-01-31 00:00:00,1.3563,7090.5,2.64,93.39,18.35,819.8,97.49,1782.59,24.17,1.21
2014-02-03 00:00:00,1.4084,7095.25,2.61,92.28,19.65,805.78,96.43,1741.89,24.61,1.22
2014-02-04 00:00:00,1.5092,7106.0,2.63,92.42,19.65,822.4,97.19,1755.2,25.1,1.26
2014-02-05 00:00:00,1.5233,7095.75,2.63,90.68,20.2,814.92,97.38,1751.64,25.26,1.28
2014-02-06 00:00:00,1.5839,7108.75,2.64,90.67,18.25,820.38,97.84,1773.43,25.49,1.28
2014-02-07 00:00:00,1.5424,7199.75,2.64,93.28,16.8,820.96,99.88,1797.02,25.39,1.28
2014-02-10 00:00:00,1.5362,7190.25,2.71,96.76,16.75,817.99,100.06,1799.84,25.39,1.27
2014-02-11 00:00:00,1.5385,7119.75,2.7,101.14,16.35,820.89,99.94,1819.75,25.34,1.28
2014-02-12 00:00:00,1.5584,7174.25,2.72,98.47,15.9,817.93,100.37,1819.26,25.53,1.3
2014-02-13 00:00:00,1.5875,7156.0,2.7,101.41,15.95,823.56,100.35,1829.83,25.48,1.3
2014-02-14 00:00:00,1.5853,7175.0,2.7,103.83,15.55,826.46,100.3,1838.63,25.83,1.31
2014-02-18 00:00:00,1.5979,7204.75,2.71,104.29,15.45,834.73,102.43,1840.76,26.06,1.32
2014-02-19 00:00:00,1.7242,7217.5,2.72,101.45,16.37,838.06,103.31,1828.75,26.11,1.34
2014-02-20 00:00:00,1.8905,7184.75,2.67,104.74,16.2,836.23,102.92,1839.78,26.06,1.34
2014-02-24 00:00:00,1.8945,7129.75,2.73,104.69,16.1,842.24,102.82,1847.61,26.59,1.32
2014-02-25 00:00:00,1.9687,7114.5,2.68,103.13,16.1,835.63,101.83,1845.12,26.59,1.33
2014-02-26 00:00:00,1.9648,7148.75,2.66,101.4,16.35,820.19,102.59,1845.16,26.86,1.34
2014-02-27 00:00:00,1.9714,7094.75,2.66,101.2,16.35,821.95,102.4,1854.29,27.58,1.32
2014-02-28 00:00:00,1.9882,7097.25,2.63,100.49,16.65,825.0,102.59,1859.45,26.86,1.3
2014-03-03 00:00:00,2.006,7032.25,2.65,101.98,17.65,818.92,104.92,1845.73,27.48,1.4
2014-03-04 00:00:00,2.1234,7034.75,2.69,101.04,16.5,828.87,103.33,1873.91,27.41,1.39
2014-03-05 00:00:00,2.0673,7102.25,2.71,102.21,16.35,824.75,101.45,1873.81,27.35,1.41
2014-03-06 00:00:00,2.2078,7054.25,2.69,103.71,16.1,829.12,101.56,1877.03,27.75,1.41
2014-03-07 00:00:00,2.1639,6930.25,2.79,101.77,16.65,831.91,102.58,1878.04,27.75,1.44
2014-03-10 00:00:00,2.1847,6715.75,2.77,101.1,16.4,832.51,101.12,1877.17,27.72,1.43
2014-03-11 00:00:00,2.2479,6720.25,2.79,101.72,16.5,823.97,100.03,1867.63,27.37,1.43
2014-03-12 00:00:00,2.272,6497.5,2.78,104.73,16.3,821.88,97.99,1868.2,26.72,1.49
2014-03-13 00:00:00,2.2667,6494.75,2.82,107.77,17.7,819.67,98.2,1846.34,26.89,1.48
2014-03-14 00:00:00,2.2769,6489.75,2.77,108.9,18.7,826.4,98.89,1841.13,26.89,1.49
2014-03-17 00:00:00,2.2068,6549.75,2.8,105.68,17.5,828.27,98.08,1858.83,26.99,1.49
2014-03-18 00:00:00,2.1382,6471.25,2.82,104.31,18.45,836.14,99.7,1872.25,26.99,1.51
2014-03-19 00:00:00,2.1387,6445.75,2.82,100.4,17.2,828.26,100.37,1860.77,26.99,1.57
2014-03-20 00:00:00,2.0841,6434.25,2.82,100.87,17.1,828.15,98.9,1872.01,26.99,1.54
2014-03-21 00:00:00,1.98,6539.25,2.82,100.92,17.75,828.48,99.46,1866.52,26.99,1.53
2014-03-24 00:00:00,1.9125,6509.75,2.79,97.07,18.1,826.89,99.6,1857.44,27.5,1.57
2014-03-25 00:00:00,1.9928,6559.25,2.77,98.0,17.7,828.46,99.19,1865.62,27.51,1.55
2014-03-26 00:00:00,1.987,6554.75,2.8,94.02,18.25,821.71,100.26,1852.56,27.7,1.53
2014-03-28 00:00:00,1.9996,6666.5,2.84,96.94,18.1,839.96,101.67,1857.62,27.78,1.53
2014-03-31 00:00:00,2.036,6635.75,2.87,94.4,17.9,840.64,101.58,1872.34,27.87,1.51
2014-04-01 00:00:00,2.0166,6631.75,2.8,94.52,16.8,847.49,99.74,1885.52,28.7,1.51
2014-04-02 00:00:00,1.9904,6712.5,2.8,96.36,17.0,854.67,99.62,1890.9,28.7,1.48
2014-04-03 00:00:00,1.9606,6605.75,2.8,95.7,17.1,871.11,100.29,1888.77,28.7,1.47
2014-04-04 00:00:00,1.9822,6676.75,2.81,96.13,18.25,869.97,101.14,1865.09,28.7,1.45
2014-04-07 00:00:00,2.0846,6610.25,2.77,96.17,18.7,857.44,100.44,1845.04,28.7,1.47
2014-04-08 00:00:00,2.1663,6651.5,2.78,98.47,18.1,870.52,102.56,1851.96,28.52,1.47
2014-04-09 00:00:00,2.2036,6630.25,2.79,99.25,17.5,870.84,103.6,1872.18,28.85,1.5
2014-04-10 00:00:00,2.2036,6637.25,2.7,97.99,19.25,861.03,103.4,1833.08,28.84,1.45
2014-04-11 00:00:00,2.2925,6685.5,2.71,96.51,21.05,855.07,103.74,1815.69,28.39,1.46
2014-04-14 00:00:00,2.2675,6644.75,2.78,97.67,20.55,860.5,104.05,1830.61,28.39,1.5
2014-04-15 00:00:00,2.2962,6627.5,2.78,95.76,21.45,867.59,103.75,1842.98,28.71,1.5
2014-04-16 00:00:00,2.1941,6599.5,2.78,94.18,22.81,880.93,103.76,1862.31,29.44,1.54
2014-04-17 00:00:00,2.1177,6630.75,2.78,93.53,18.85,893.75,104.3,1864.85,29.61,1.52
2014-04-22 00:00:00,2.1828,6628.25,2.81,94.04,18.05,898.04,101.75,1879.55,28.97,1.45
2014-04-23 00:00:00,2.2943,6642.5,2.77,96.31,18.25,903.45,101.44,1875.39,28.97,1.48
2014-04-24 00:00:00,2.3426,6730.5,2.79,95.03,18.1,907.33,101.94,1878.61,28.97,1.51
2014-04-25 00:00:00,2.3426,6785.25,2.79,97.3,18.45,896.96,100.6,1863.4,28.97,1.53
2014-04-28 00:00:00,2.3322,6781.75,2.79,95.46,18.35,899.74,100.84,1869.43,29.26,1.52
2014-04-29 00:00:00,2.2507,6769.0,2.82,96.32,18.1,905.87,101.28,1878.33,29.26,1.55
2014-04-30 00:00:00,2.316,6723.5,2.83,96.05,18.1,904.34,99.74,1883.95,29.48,1.55
2014-05-01 00:00:00,2.2888,6670.25,2.83,94.4,17.85,903.52,99.42,1883.68,29.55,1.54
2014-05-02 00:00:00,2.2715,6698.5,2.85,96.3,17.8,899.84,99.76,1881.14,28.55,1.55
2014-05-06 00:00:00,2.287,6739.5,2.82,95.39,17.7,902.16,99.5,1867.72,28.43,1.59
2014-05-07 00:00:00,2.2608,6687.75,2.79,93.66,17.9,911.8,100.77,1878.21,28.37,1.6
2014-05-08 00:00:00,2.2524,6690.25,2.79,93.65,17.9,897.61,100.26,1875.63,28.37,1.58
2014-05-09 00:00:00,2.2002,6769.0,2.81,92.92,17.45,894.52,99.99,1878.48,28.37,1.58
2014-05-12 00:00:00,2.0712,6928.0,2.81,94.17,16.65,898.1,100.59,1896.65,29.1,1.53
2014-05-13 00:00:00,2.1074,6884.25,2.74,93.53,16.6,899.0,101.7,1897.45,29.1,1.53
2014-05-14 00:00:00,2.0931,6976.25,2.74,94.36,16.35,897.62,102.37,1888.53,28.93,1.5
2014-05-15 00:00:00,2.0618,6948.75,2.74,93.05,16.75,896.53,101.5,1870.85,28.93,1.47
2014-05-19 00:00:00,2.0871,7008.5,2.69,92.73,15.7,893.43,102.61,1885.08,28.63,1.46
2014-05-20 00:00:00,2.07,6922.25,2.68,92.11,15.45,893.39,102.33,1872.83,29.27,1.46
2014-05-21 00:00:00,2.0859,6840.75,2.68,92.12,14.53,901.57,104.07,1888.03,29.27,1.45
2014-05-22 00:00:00,2.0522,6945.25,2.68,91.97,16.15,897.09,103.74,1892.49,30.0,1.44
2014-05-23 00:00:00,2.0552,6990.5,2.63,91.77,15.8,893.37,104.35,1900.53,30.0,1.41
2014-05-27 00:00:00,2.0512,7017.5,2.58,87.89,15.35,899.21,104.11,1911.91,30.0,1.39
2014-05-28 00:00:00,2.0237,7032.5,2.56,85.83,15.55,904.3,102.72,1909.78,30.0,1.37
2014-05-29 00:00:00,1.981,6969.0,2.55,86.28,15.45,910.45,103.58,1920.03,29.46,1.37
2014-05-30 00:00:00,2.0352,6995.25,2.58,87.27,15.55,911.06,102.71,1923.57,29.46,1.37
2014-06-02 00:00:00,2.0109,7002.75,2.6,86.76,15.45,909.47,102.47,1924.97,29.46,1.35
2014-06-03 00:00:00,1.9629,6929.5,2.64,87.67,15.4,911.59,102.66,1924.24,29.16,1.33
2014-06-04 00:00:00,1.9463,6834.75,2.61,87.48,15.3,912.58,102.64,1927.88,29.0,1.34
2014-06-05 00:00:00,1.9388,6799.75,2.58,88.77,14.85,919.23,102.48,1940.46,29.0,1.32
2014-06-06 00:00:00,1.9338,6660.25,2.56,88.62,14.25,920.29,102.66,1949.44,29.0,1.32
2014-06-09 00:00:00,1.9399,6667.25,2.54,88.68,14.6,918.39,104.41,1951.27,29.0,1.32
2014-06-10 00:00:00,1.8693,6695.25,2.53,90.41,14.35,912.74,104.35,1950.79,29.0,1.31
2014-06-11 00:00:00,1.8994,6689.25,2.53,91.17,14.35,916.14,104.4,1943.89,29.0,1.3
2014-06-12 00:00:00,1.946,6724.75,2.53,92.88,14.8,923.27,106.53,1930.11,29.0,1.27
2014-06-13 00:00:00,1.9504,6671.25,2.53,93.02,14.5,930.72,106.91,1936.16,29.0,1.28
2014-06-16 00:00:00,1.963,6734.75,2.57,92.52,14.35,942.37,106.9,1937.78,29.0,1.26
2014-06-17 00:00:00,1.9606,6710.75,2.54,92.59,13.85,944.78,106.36,1941.99,29.0,1.25
2014-06-18 00:00:00,1.9187,6738.75,2.52,94.53,13.35,951.71,105.97,1956.98,27.96,1.27
2014-06-19 00:00:00,1.9227,6730.25,2.52,98.47,14.85,958.58,106.43,1959.48,27.96,1.26
2014-06-20 00:00:00,1.913,6777.25,2.52,98.33,14.9,962.13,106.83,1962.87,27.96,1.27
2014-06-23 00:00:00,1.9779,6900.5,2.52,99.66,14.35,964.23,106.17,1962.61,28.72,1.25
2014-06-24 00:00:00,1.9848,6898.25,2.55,96.73,14.4,946.9,106.03,1949.98,28.34,1.23
2014-06-25 00:00:00,1.9717,6890.25,2.5,97.14,13.9,956.24,106.5,1959.53,28.33,1.24
2014-06-26 00:00:00,2.0319,6936.25,2.48,97.72,13.85,954.14,105.84,1957.22,28.53,1.24
2014-06-27 00:00:00,2.0248,6975.5,2.48,97.67,13.75,954.63,105.74,1960.96,28.53,1.26
2014-06-30 00:00:00,1.9575,6954.5,2.48,99.63,13.55,961.45,105.37,1960.23,28.53,1.24
2014-07-01 00:00:00,1.9662,7014.75,2.4,99.1,13.25,957.24,105.34,1973.32,26.37,1.21
2014-07-02 00:00:00,1.9343,7049.0,2.4,100.61,13.15,951.9,104.48,1974.62,26.61,1.21
2014-07-03 00:00:00,1.9486,7120.75,2.38,100.29,12.95,948.99,104.06,1985.44,26.61,1.23
2014-07-07 00:00:00,1.9369,7120.25,2.35,98.88,13.35,933.15,103.53,1977.65,25.9,1.2
2014-07-08 00:00:00,1.9264,7154.75,2.32,100.69,13.8,937.27,103.4,1963.71,25.88,1.19
2014-07-09 00:00:00,1.939,7172.75,2.32,103.67,13.8,943.28,102.29,1972.83,25.88,1.17
2014-07-10 00:00:00,1.9387,7109.5,2.28,101.93,14.5,937.76,102.93,1964.68,25.53,1.16
2014-07-11 00:00:00,1.8449,7150.5,2.26,103.98,14.2,926.88,100.83,1967.57,25.43,1.15
2014-07-14 00:00:00,1.8326,7154.25,2.26,101.48,13.85,931.37,100.91,1977.1,25.1,1.13
2014-07-15 00:00:00,1.8311,7102.25,2.24,98.77,14.3,925.92,99.96,1973.28,24.97,1.13
2014-07-16 00:00:00,1.8311,7111.5,2.26,100.51,14.06,937.86,101.2,1981.57,25.49,1.14
2014-07-17 00:00:00,1.8394,7030.25,2.23,102.73,15.55,913.6,103.19,1958.12,25.37,1.12
2014-07-18 00:00:00,1.8541,7026.25,2.23,102.45,14.65,921.89,103.13,1978.22,25.33,1.14
2014-07-21 00:00:00,1.9236,6989.25,2.24,102.36,14.85,917.19,104.59,1973.63,24.77,1.12
2014-07-22 00:00:00,1.9406,7060.25,2.24,101.16,14.5,919.1,102.39,1983.53,24.77,1.12
2014-07-23 00:00:00,1.9052,7062.5,2.24,100.6,14.5,926.22,103.12,1987.01,24.56,1.12
2014-07-24 00:00:00,1.978,7150.5,2.2,98.64,14.45,928.47,102.07,1987.98,25.06,1.13
2014-07-25 00:00:00,2.0028,7183.25,2.16,101.83,14.75,916.72,102.09,1978.34,24.93,1.13
2014-07-28 00:00:00,2.0178,7131.0,2.17,102.43,14.6,915.03,101.67,1978.91,25.44,1.14
2014-07-29 00:00:00,2.0278,7115.75,2.16,101.99,14.65,916.72,100.97,1969.95,25.32,1.1
2014-07-30 00:00:00,2.029,7089.5,2.16,101.12,14.7,906.49,100.27,1970.07,25.04,1.12
2014-07-31 00:00:00,2.0443,7135.25,2.09,98.85,15.95,890.14,98.17,1930.67,25.07,1.12
2014-08-01 00:00:00,2.1788,7077.75,2.04,99.72,17.0,883.85,97.88,1925.15,24.6,1.13
2014-08-04 00:00:00,2.1678,7103.0,2.11,99.0,16.05,898.83,98.29,1938.99,24.66,1.16
2014-08-05 00:00:00,2.1273,7100.25,2.11,99.6,17.1,883.65,97.38,1920.21,24.7,1.15
2014-08-06 00:00:00,2.1311,6994.5,2.11,101.52,17.2,887.02,96.92,1920.24,24.7,1.2
2014-08-07 00:00:00,2.1341,6980.25,2.11,101.19,17.75,883.35,97.34,1909.57,24.94,1.19
2014-08-08 00:00:00,2.0738,7019.5,2.12,101.39,17.25,902.39,97.65,1931.59,24.8,1.17
2014-08-11 00:00:00,2.0512,7010.25,2.12,102.67,16.4,904.48,98.08,1936.92,25.02,1.15
2014-08-12 00:00:00,2.1251,7025.25,2.13,104.01,16.15,894.44,97.37,1933.75,25.02,1.13
2014-08-13 00:00:00,2.0808,6925.25,2.12,103.9,15.0,896.38,97.59,1946.72,24.35,1.13
2014-08-14 00:00:00,2.0945,6886.25,2.12,103.8,14.15,901.53,95.58,1955.18,24.42,1.13
2014-08-15 00:00:00,2.0764,6852.25,2.12,103.01,13.85,911.59,97.35,1955.06,24.34,1.15
2014-08-18 00:00:00,2.1352,6909.75,2.11,103.41,13.15,912.41,96.41,1971.74,24.37,1.15
2014-08-19 00:00:00,2.1401,6934.25,2.11,102.49,12.9,924.2,94.48,1981.6,24.18,1.14
2014-08-20 00:00:00,2.0807,6921.5,2.13,103.2,12.85,926.15,93.45,1986.51,24.16,1.13
2014-08-21 00:00:00,2.1013,7002.75,2.2,101.37,14.5,929.38,93.96,1992.37,24.09,1.14
2014-08-22 00:00:00,2.1033,7087.75,2.2,101.17,14.45,923.48,93.65,1988.4,24.09,1.16
2014-08-26 00:00:00,2.0682,7095.5,2.18,101.81,14.4,935.3,93.86,2000.02,24.09,1.12
2014-08-27 00:00:00,2.152,7050.5,2.21,101.94,14.4,939.96,93.88,2000.12,24.09,1.14
2014-08-28 00:00:00,2.1667,7032.5,2.21,103.09,14.45,942.98,94.55,1996.74,23.67,1.18
2014-08-29 00:00:00,2.1703,6994.5,2.17,104.6,14.55,950.89,95.96,2003.37,23.67,1.18
2014-09-02 00:00:00,2.1928,6965.25,2.17,100.98,14.5,940.17,92.88,2002.28,23.8,1.14
2014-09-03 00:00:00,2.2573,6926.0,2.17,100.35,14.6,939.99,95.54,2000.72,23.42,1.1
2014-09-04 00:00:00,2.1896,6966.75,2.18,96.82,14.65,928.48,94.45,1997.65,23.42,1.09
2014-09-05 00:00:00,2.2014,6972.5,2.13,96.86,14.45,937.77,93.29,2007.71,23.42,1.1
2014-09-08 00:00:00,2.1509,7040.25,2.12,94.19,14.2,926.22,92.66,2001.54,23.3,1.09
2014-09-09 00:00:00,2.1172,6936.75,2.12,95.49,14.85,924.16,92.75,1988.44,22.93,1.08
2014-09-10 00:00:00,2.1013,6897.25,2.16,93.11,14.7,918.85,91.67,1995.69,22.95,1.07
2014-09-11 00:00:00,2.0095,6828.75,2.21,93.8,14.75,916.36,92.83,1997.45,22.95,1.05
2014-09-12 00:00:00,2.0299,6855.75,2.23,92.78,15.05,902.37,92.27,1985.54,22.72,1.03
2014-09-15 00:00:00,2.0094,6849.5,2.19,93.24,16.3,906.59,92.92,1984.13,22.72,1.03
2014-09-16 00:00:00,1.9934,6895.25,2.17,93.59,15.05,917.71,94.88,1998.98,22.72,1.02
2014-09-17 00:00:00,2.014,6958.25,2.16,91.18,14.83,914.69,94.42,2001.57,22.65,1.02
2014-09-18 00:00:00,2.0118,6919.0,2.14,90.04,15.4,906.48,93.07,2011.36,22.65,1.01
2014-09-19 00:00:00,1.988,6868.0,2.13,88.48,15.5,902.26,92.41,2010.4,22.3,0.98
2014-09-22 00:00:00,1.9558,6781.5,2.13,85.97,16.25,888.24,90.87,1994.29,21.66,0.97
2014-09-23 00:00:00,1.973,6796.75,2.07,87.35,16.65,885.68,91.56,1982.77,21.67,0.97
2014-09-24 00:00:00,1.9925,6749.75,2.03,86.17,16.0,886.73,92.8,1998.3,21.6,0.99
2014-09-25 00:00:00,2.063,6765.5,2.03,85.93,17.25,869.78,92.53,1965.99,21.36,0.96
2014-09-26 00:00:00,2.0004,6770.5,2.03,84.88,17.0,877.67,93.54,1982.85,21.36,0.97
2014-09-29 00:00:00,2.0406,6735.25,2.06,83.47,18.0,887.25,94.57,1977.8,21.36,0.99
2014-09-30 00:00:00,2.0864,6735.5,2.01,81.74,17.85,874.48,91.16,1972.29,21.14,0.97
2014-10-01 00:00:00,2.1135,6754.75,2.02,81.76,18.65,862.46,90.73,1946.16,21.14,0.97
2014-10-02 00:00:00,2.1796,6693.25,2.04,82.56,18.45,861.31,91.01,1946.17,21.37,1.0
2014-10-03 00:00:00,2.2558,6662.5,2.02,78.64,17.3,856.69,89.74,1967.9,21.37,0.99
2014-10-06 00:00:00,2.2509,6712.25,2.08,80.09,17.9,855.14,90.34,1964.82,21.6,1.01
2014-10-07 00:00:00,2.3754,6714.75,2.08,76.91,19.1,840.01,88.85,1935.1,21.6,1.04
2014-10-08 00:00:00,2.3325,6754.75,2.14,81.69,17.3,843.36,87.31,1968.89,21.8,1.04
2014-10-09 00:00:00,2.3196,6766.75,2.14,78.71,18.5,804.73,85.77,1928.21,21.56,1.02
2014-10-10 00:00:00,2.3935,6696.5,2.14,77.0,21.4,795.08,85.82,1906.13,21.52,1.0
2014-10-13 00:00:00,2.3716,6801.0,2.14,78.49,22.85,766.32,85.74,1874.74,21.44,1.03
2014-10-14 00:00:00,2.3632,6780.25,2.14,79.24,22.6,760.99,81.84,1877.7,21.99,1.03
2014-10-15 00:00:00,2.3732,6780.75,2.09,78.37,25.85,774.56,81.78,1862.49,22.16,1.04
2014-10-16 00:00:00,2.3334,6629.5,2.09,78.2,24.55,795.31,82.7,1862.76,22.16,1.05
2014-10-17 00:00:00,2.34,6628.75,2.09,75.93,22.9,789.52,82.75,1886.76,22.23,1.07
2014-10-20 00:00:00,2.281,6614.75,2.09,77.36,20.35,799.62,82.71,1904.01,21.7,1.05
2014-10-21 00:00:00,2.166,6659.0,2.04,77.34,18.55,821.29,82.49,1941.28,22.15,1.07
2014-10-22 00:00:00,2.1564,6730.25,2.06,74.78,18.21,802.49,80.52,1927.11,22.54,1.08
2014-10-23 00:00:00,2.0934,6718.0,2.06,74.81,18.95,820.85,82.09,1950.82,22.2,1.09
2014-10-24 00:00:00,2.1056,6759.25,2.07,74.44,18.8,815.54,81.01,1964.58,22.73,1.08
2014-10-27 00:00:00,2.0811,6800.25,2.09,73.41,18.35,797.6,81.0,1961.63,22.22,1.07
2014-10-28 00:00:00,2.0795,6859.25,2.09,74.29,17.6,822.41,81.42,1985.05,23.6,1.09
2014-10-29 00:00:00,2.0992,6854.5,2.17,71.55,17.9,828.13,82.2,1982.3,23.74,1.09
2014-10-30 00:00:00,2.0954,6784.75,2.17,66.18,17.9,819.44,81.12,1994.65,23.75,1.11
2014-10-31 00:00:00,2.0723,6835.0,2.1,62.59,17.5,835.1,80.54,2018.05,23.31,1.08
2014-11-03 00:00:00,2.0769,6800.5,2.12,65.01,17.45,827.41,78.78,2017.81,23.74,1.09
2014-11-04 00:00:00,2.0507,6705.25,2.09,62.37,17.2,811.47,77.19,2012.1,23.21,1.09
2014-11-05 00:00:00,2.0675,6645.75,2.06,59.26,17.1,833.92,78.68,2023.57,22.99,1.07
2014-11-06 00:00:00,2.0521,6680.75,2.06,61.66,16.75,843.0,77.91,2031.21,23.07,1.08
2014-11-07 00:00:00,2.0257,6720.25,2.07,66.56,16.5,856.68,78.65,2031.92,23.07,1.06
2014-11-11 00:00:00,2.0148,6687.75,2.07,64.74,15.65,846.47,77.94,2039.68,23.43,1.05
2014-11-12 00:00:00,2.0389,6752.25,2.07,64.63,15.7,834.73,77.18,2038.25,24.58,1.11
2014-11-13 00:00:00,2.0324,6755.25,2.01,63.34,15.75,817.47,74.21,2039.33,24.47,1.12
2014-11-14 00:00:00,2.077,6692.5,1.99,67.72,15.8,827.97,75.82,2039.82,23.7,1.14
2014-11-17 00:00:00,2.1046,6751.5,1.99,69.01,15.95,822.37,75.64,2041.32,23.5,1.12
2014-11-18 00:00:00,2.0754,6683.75,1.98,72.56,15.45,821.68,74.61,2051.8,23.56,1.1
2014-11-19 00:00:00,2.0774,6714.5,1.98,68.24,15.23,831.75,74.58,2048.72,23.0,1.11
2014-11-20 00:00:00,2.1414,6687.0,1.98,69.82,16.6,845.96,75.58,2052.75,23.01,1.11
2014-11-21 00:00:00,2.0521,6789.75,2.0,71.29,16.65,850.1,76.51,2063.5,23.75,1.14
2014-11-24 00:00:00,2.0645,6730.75,1.98,70.06,16.15,840.86,75.78,2069.41,23.34,1.11
2014-11-25 00:00:00,2.0731,6695.5,1.97,72.89,16.0,831.43,74.09,2067.03,24.06,1.13
2014-11-26 00:00:00,2.0976,6648.5,2.0,72.06,15.8,822.92,73.69,2072.83,23.88,1.12
2014-11-28 00:00:00,2.0977,6515.25,2.02,66.09,16.1,770.62,66.15,2067.56,23.91,1.16
2014-12-01 00:00:00,2.0287,6384.5,2.0,70.85,17.15,766.0,69.0,2053.44,23.27,1.19
2014-12-02 00:00:00,2.0398,6454.75,2.01,68.68,16.05,762.59,66.88,2066.55,23.07,1.23
2014-12-03 00:00:00,1.9897,6450.75,2.01,70.82,16.15,769.32,67.38,2074.33,22.54,1.19
2014-12-04 00:00:00,1.9912,6490.5,2.01,69.28,15.9,756.05,66.81,2071.92,22.54,1.19
2014-12-05 00:00:00,1.9762,6535.5,2.04,67.87,15.65,748.11,65.84,2075.37,23.25,1.2
2014-12-08 00:00:00,1.9538,6465.25,2.0,68.03,16.35,711.03,63.05,2060.31,23.96,1.22
2014-12-09 00:00:00,1.934,6400.5,2.0,71.93,16.4,723.68,63.82,2059.82,23.96,1.19
2014-12-10 00:00:00,1.9541,6475.75,2.02,69.22,18.65,696.37,60.94,2026.14,23.96,1.17
2014-12-11 00:00:00,1.9289,6471.25,2.02,68.4,20.2,693.8,59.95,2035.33,23.67,1.18
2014-12-12 00:00:00,1.9085,6526.0,2.02,66.84,20.7,688.94,57.81,2002.33,23.64,1.24
2014-12-15 00:00:00,1.8851,6557.5,2.05,62.48,20.95,678.17,55.91,1989.63,23.73,1.25
2014-12-16 00:00:00,1.9126,6387.5,2.02,61.26,23.9,687.18,55.93,1972.74,23.55,1.29
2014-12-17 00:00:00,1.9089,6305.5,2.0,64.67,19.45,721.35,56.47,2012.89,23.55,1.28
2014-12-18 00:00:00,1.8645,6350.0,2.0,68.06,19.1,733.48,54.11,2061.23,23.51,1.33
2014-12-19 00:00:00,1.8821,6445.25,2.05,67.68,18.4,748.24,56.52,2070.65,23.64,1.31
